point cloud with 5689 points in dimension 4
distance matrix with 5689 points
value range: [0,2.82843]
 [0,0.0919151)
 [0,0.0919299)
 [0,0.0919359)
 [0,0.0919409)
 [0,0.0919892)
 [0,0.0920052)
 [0,0.0920163)
 [0,0.0920299)
 [0,0.0920477)
 [0,0.0920603)
 [0,0.0920767)
 [0,0.0921207)
 [0,0.0921261)
 [0,0.0921541)
 [0,0.0921661)
 [0,0.0921769)
 [0,0.0921836)
 [0,0.0921895)
 [0,0.0922325)
 [0,0.0922403)
 [0,0.0922759)
 [0,0.0923617)
 [0,0.0923783)
 [0,0.0923801)
 [0,0.0924179)
 [0,0.0924195)
 [0,0.0924441)
 [0,0.0924447)
 [0,0.0924566)
 [0,0.092461)
 [0,0.0924795)
 [0,0.0924941)
 [0,0.0924965)
 [0,0.0925013)
 [0,0.0925337)
 [0,0.0925567)
 [0,0.0925583)
 [0,0.0925589)
 [0,0.092577)
 [0,0.0925836)
 [0,0.092584)
 [0,0.092612)
 [0,0.0926437)
 [0,0.0926447)
 [0,0.0926767)
 [0,0.0926964)
 [0,0.0927109)
 [0,0.092738)
 [0,0.0927698)
 [0,0.0927875)
 [0,0.0928193)
 [0,0.0928349)
 [0,0.0928551)
 [0,0.0928567)
 [0,0.0928592)
 [0,0.092868)
 [0,0.0928706)
 [0,0.0928801)
 [0,0.0928918)
 [0,0.0929419)
 [0,0.0929427)
 [0,0.0929477)
 [0,0.0929769)
 [0,0.0930041)
 [0,0.0930078)
 [0,0.0930084)
 [0,0.0930131)
 [0,0.0930293)
 [0,0.0930652)
 [0,0.0930952)
 [0,0.0930993)
 [0,0.0931046)
 [0,0.0931065)
 [0,0.0931094)
 [0,0.0931676)
 [0,0.0931767)
 [0,0.0931949)
 [0,0.0932267)
 [0,0.0932304)
 [0,0.0932414)
 [0,0.0932454)
 [0,0.0932782)
 [0,0.0933527)
 [0,0.0933822)
 [0,0.0934052)
 [0,0.0934116)
 [0,0.0934647)
 [0,0.093498)
 [0,0.0935433)
 [0,0.0935523)
 [0,0.0935755)
 [0,0.0936004)
 [0,0.0936018)
 [0,0.0936373)
 [0,0.0936508)
 [0,0.0936519)
 [0,0.0936819)
 [0,0.0937051)
 [0,0.093715)
 [0,0.0937311)
 [0,0.0937785)
 [0,0.0937925)
 [0,0.0937932)
 [0,0.0938106)
 [0,0.0938197)
 [0,0.0938226)
 [0,0.0938337)
 [0,0.0938466)
 [0,0.0939016)
 [0,0.0939121)
 [0,0.0939516)
 [0,0.0939586)
 [0,0.0939691)
 [0,0.0939795)
 [0,0.0939906)
 [0,0.0940268)
 [0,0.0940335)
 [0,0.0940613)
 [0,0.094066)
 [0,0.0940792)
 [0,0.0941255)
 [0,0.0941338)
 [0,0.0941375)
 [0,0.0941673)
 [0,0.0941714)
 [0,0.0942382)
 [0,0.0942694)
 [0,0.0942975)
 [0,0.094298)
 [0,0.0943112)
 [0,0.0943469)
 [0,0.0943682)
 [0,0.0943774)
 [0,0.0943907)
 [0,0.0943911)
 [0,0.0943924)
 [0,0.0944002)
 [0,0.0944071)
 [0,0.0944217)
 [0,0.0944445)
 [0,0.0944558)
 [0,0.0945176)
 [0,0.0945332)
 [0,0.0945423)
 [0,0.0945565)
 [0,0.0945667)
 [0,0.0945899)
 [0,0.0945909)
 [0,0.0945983)
 [0,0.0945986)
 [0,0.0946249)
 [0,0.0946422)
 [0,0.0946443)
 [0,0.094647)
 [0,0.0946588)
 [0,0.0946614)
 [0,0.0946692)
 [0,0.0947028)
 [0,0.0947037)
 [0,0.0947039)
 [0,0.094717)
 [0,0.0947179)
 [0,0.0947198)
 [0,0.0947401)
 [0,0.0947729)
 [0,0.0947823)
 [0,0.0948143)
 [0,0.0948159)
 [0,0.0948364)
 [0,0.0948512)
 [0,0.0948649)
 [0,0.0948735)
 [0,0.094894)
 [0,0.0948952)
 [0,0.0949027)
 [0,0.0949365)
 [0,0.0949667)
 [0,0.0949829)
 [0,0.0950048)
 [0,0.0950159)
 [0,0.095035)
 [0,0.0950469)
 [0,0.0950487)
 [0,0.0950872)
 [0,0.0950905)
 [0,0.0951185)
 [0,0.0952042)
 [0,0.0952068)
 [0,0.0952263)
 [0,0.0952307)
 [0,0.0952482)
 [0,0.095319)
 [0,0.0953629)
 [0,0.0953664)
 [0,0.0953784)
 [0,0.0953852)
 [0,0.0954)
 [0,0.0954368)
 [0,0.0954557)
 [0,0.0954618)
 [0,0.0954673)
 [0,0.0955113)
 [0,0.0955279)
 [0,0.0955528)
 [0,0.0955556)
 [0,0.0956193)
 [0,0.0956205)
 [0,0.0956374)
 [0,0.0956611)
 [0,0.095672)
 [0,0.0956896)
 [0,0.0956918)
 [0,0.0957089)
 [0,0.0957558)
 [0,0.0957573)
 [0,0.0957668)
 [0,0.0957793)
 [0,0.09582)
 [0,0.0958769)
 [0,0.0958894)
 [0,0.0959216)
 [0,0.0959253)
 [0,0.0959316)
 [0,0.0959528)
 [0,0.0959548)
 [0,0.0959641)
 [0,0.0959749)
 [0,0.095997)
 [0,0.0960019)
 [0,0.0960345)
 [0,0.0960495)
 [0,0.0960504)
 [0,0.0960648)
 [0,0.0960909)
 [0,0.0961004)
 [0,0.0961107)
 [0,0.0961294)
 [0,0.0961386)
 [0,0.0961527)
 [0,0.0961592)
 [0,0.0961678)
 [0,0.0961982)
 [0,0.0962193)
 [0,0.0962236)
 [0,0.0962666)
 [0,0.0963105)
 [0,0.0963162)
 [0,0.0963271)
 [0,0.0963557)
 [0,0.0963611)
 [0,0.0963612)
 [0,0.0963621)
 [0,0.0963692)
 [0,0.0963853)
 [0,0.0963987)
 [0,0.0964829)
 [0,0.0964884)
 [0,0.0965246)
 [0,0.0965334)
 [0,0.0965904)
 [0,0.0966306)
 [0,0.096692)
 [0,0.0967355)
 [0,0.0967439)
 [0,0.0967439)
 [0,0.0967928)
 [0,0.0968053)
 [0,0.0968315)
 [0,0.0968478)
 [0,0.0968831)
 [0,0.0969676)
 [0,0.0969694)
 [0,0.0969754)
 [0,0.0969846)
 [0,0.0970053)
 [0,0.097008)
 [0,0.0970095)
 [0,0.0970246)
 [0,0.0970471)
 [0,0.0970538)
 [0,0.0970661)
 [0,0.0970858)
 [0,0.0970937)
 [0,0.0971186)
 [0,0.0971232)
 [0,0.0971555)
 [0,0.0972247)
 [0,0.0972291)
 [0,0.0973102)
 [0,0.0973293)
 [0,0.0973507)
 [0,0.097388)
 [0,0.0974134)
 [0,0.0974299)
 [0,0.0974504)
 [0,0.097514)
 [0,0.0975176)
 [0,0.0975397)
 [0,0.0975716)
 [0,0.0976097)
 [0,0.097636)
 [0,0.0976593)
 [0,0.0976612)
 [0,0.0977003)
 [0,0.0978011)
 [0,0.0978274)
 [0,0.0978787)
 [0,0.0980182)
 [0,0.0980323)
 [0,0.0981137)
 [0,0.0981138)
 [0,0.0981312)
 [0,0.0982025)
 [0,0.0982307)
 [0,0.0982727)
 [0,0.0982977)
 [0,0.0983095)
 [0,0.098336)
 [0,0.0983449)
 [0,0.0983614)
 [0,0.0983722)
 [0,0.0984162)
 [0,0.0984179)
 [0,0.0984195)
 [0,0.0984225)
 [0,0.0985107)
 [0,0.0985703)
 [0,0.0985951)
 [0,0.0985973)
 [0,0.0986294)
 [0,0.0986298)
 [0,0.098638)
 [0,0.09873)
 [0,0.0987773)
 [0,0.0987795)
 [0,0.098795)
 [0,0.0988184)
 [0,0.0988588)
 [0,0.098895)
 [0,0.0989574)
 [0,0.0990049)
 [0,0.0990057)
 [0,0.0990119)
 [0,0.0990356)
 [0,0.0990439)
 [0,0.0990851)
 [0,0.0991495)
 [0,0.0991681)
 [0,0.0991993)
 [0,0.0992099)
 [0,0.0992099)
 [0,0.0992636)
 [0,0.0992743)
 [0,0.0994264)
 [0,0.0994555)
 [0,0.0994796)
 [0,0.0995573)
 [0,0.099619)
 [0,0.0996519)
 [0,0.0996562)
 [0,0.0997221)
 [0,0.0998267)
 [0,0.0998713)
 [0,0.0999132)
 [0,0.0999136)
 [0,0.0999243)
 [0,0.100015)
 [0,0.100037)
 [0,0.100062)
 [0,0.100065)
 [0,0.100074)
 [0,0.100105)
 [0,0.100108)
 [0,0.100118)
 [0,0.100121)
 [0,0.100141)
 [0,0.100144)
 [0,0.100156)
 [0,0.100159)
 [0,0.100189)
 [0,0.100283)
 [0,0.100389)
 [0,0.10039)
 [0,0.10041)
 [0,0.100442)
 [0,0.100448)
 [0,0.100477)
 [0,0.100537)
 [0,0.100616)
 [0,0.100635)
 [0,0.100646)
 [0,0.100666)
 [0,0.100783)
 [0,0.100842)
 [0,0.100931)
 [0,0.100994)
 [0,0.101055)
 [0,0.101103)
 [0,0.101123)
 [0,0.10126)
 [0,0.101298)
 [0,0.101382)
 [0,0.101587)
 [0,0.101709)
 [0,0.101749)
 [0,0.101801)
 [0,0.101807)
 [0,0.101873)
 [0,0.102039)
 [0,0.102439)
 [0,0.102466)
 [0,0.10253)
 [0,0.102536)
 [0,0.102562)
 [0,0.102564)
 [0,0.102601)
 [0,0.102602)
 [0,0.102663)
 [0,0.102669)
 [0,0.102753)
 [0,0.102763)
 [0,0.102848)
 [0,0.102875)
 [0,0.102988)
 [0,0.103001)
 [0,0.103013)
 [0,0.103065)
 [0,0.103077)
 [0,0.103167)
 [0,0.103242)
 [0,0.10331)
 [0,0.103435)
 [0,0.103517)
 [0,0.103706)
 [0,0.103715)
 [0,0.103776)
 [0,0.103818)
 [0,0.103867)
 [0,0.103937)
 [0,0.10394)
 [0,0.103976)
 [0,0.104018)
 [0,0.10411)
 [0,0.104153)
 [0,0.104276)
 [0,0.104335)
 [0,0.104394)
 [0,0.104442)
 [0,0.104549)
 [0,0.104711)
 [0,0.104826)
 [0,0.104831)
 [0,0.104942)
 [0,0.104969)
 [0,0.104982)
 [0,0.10506)
 [0,0.105122)
 [0,0.105174)
 [0,0.105193)
 [0,0.105276)
 [0,0.105331)
 [0,0.105335)
 [0,0.1055)
 [0,0.10566)
 [0,0.105855)
 [0,0.105862)
 [0,0.106062)
 [0,0.106136)
 [0,0.10614)
 [0,0.106234)
 [0,0.106234)
 [0,0.106246)
 [0,0.106455)
 [0,0.106503)
 [0,0.106519)
 [0,0.106535)
 [0,0.106708)
 [0,0.106714)
 [0,0.106762)
 [0,0.106806)
 [0,0.107086)
 [0,0.107119)
 [0,0.107237)
 [0,0.107333)
 [0,0.107588)
 [0,0.107736)
 [0,0.107738)
 [0,0.10789)
 [0,0.108189)
 [0,0.108276)
 [0,0.10852)
 [0,0.1087)
 [0,0.108836)
 [0,0.109435)
 [0,0.109514)
 [0,0.109537)
 [0,0.10958)
 [0,0.109671)
 [0,0.10991)
 [0,0.110087)
 [0,0.110318)
 [0,0.110658)
 [0,0.111361)
 [0,0.111443)
 [0,0.111448)
 [0,0.111449)
 [0,0.111456)
 [0,0.111622)
 [0,0.111758)
 [0,0.112454)
 [0,0.112665)
 [0,0.112856)
 [0,0.112865)
 [0,0.113003)
 [0,0.113088)
 [0,0.113653)
 [0,0.113809)
 [0,0.114332)
 [0,0.114473)
 [0,0.114495)
 [0,0.114506)
 [0,0.115052)
 [0,0.115165)
 [0,0.115442)
 [0,0.11548)
 [0,0.115706)
 [0,0.115765)
 [0,0.115872)
 [0,0.115916)
 [0,0.115967)
 [0,0.116499)
 [0,0.116596)
 [0,0.11694)
 [0,0.117596)
 [0,0.11761)
 [0,0.117642)
 [0,0.11773)
 [0,0.118984)
 [0,0.119479)
 [0,0.119829)
 [0,0.12038)
 [0,0.120584)
 [0,0.121335)
 [0,0.124161)
 [0,0.125215)
 [0,0.125849)
 [0,0.126366)
 [0,0.126628)
 [0,0.126828)
 [0,0.127401)
 [0,0.127797)
 [0,0.130965)
 [0,0.132664)
 [0,0.133177)
 [0,0.135597)
 [0,0.143014)
 [0,0.143831)
 [0,0.144938)
 [0,0.152452)
 [0,0.152745)
 [0,0.155379)
 [0,0.15821)
 [0,0.162918)
 [0,0.165391)
 [0,0.165551)
 [0,0.16712)
 [0,0.16941)
 [0,0.173471)
 [0,0.176589)
 [0,0.177194)
 [0,0.180829)
 [0,0.191892)
 [0,0.197833)
 [0,0.211354)
 [0, )
persistence intervals in dim 1:
 [0.254962,0.275578)
 [0.251041,0.257358)
 [0.247723,0.284498)
 [0.222782,0.228307)
 [0.219099,0.282105)
 [0.216079,0.232865)
 [0.215161,0.244575)
 [0.212929,0.276884)
 [0.212883,0.286068)
 [0.207581,0.228641)
 [0.206365,0.226899)
 [0.203151,0.208691)
 [0.202738,0.261217)
 [0.199652,0.202553)
 [0.197569,0.253034)
 [0.196741,0.219382)
 [0.195209,0.229498)
 [0.19163,0.259254)
 [0.190639,0.247133)
 [0.18758,0.196906)
 [0.187526,0.251861)
 [0.18599,0.198313)
 [0.185942,0.236305)
 [0.184079,0.203458)
 [0.183452,0.232127)
 [0.181047,0.258233)
 [0.179159,0.22293)
 [0.179088,0.285213)
 [0.178684,0.208265)
 [0.173694,0.244971)
 [0.16913,0.208319)
 [0.167455,0.192373)
 [0.167053,0.189828)
 [0.166897,0.19257)
 [0.166804,0.194819)
 [0.166533,0.206253)
 [0.164033,0.217242)
 [0.163751,0.203941)
 [0.163309,0.186681)
 [0.160768,0.162895)
 [0.159438,0.182637)
 [0.158519,0.16298)
 [0.157128,0.167325)
 [0.15645,0.208691)
 [0.155609,0.158212)
 [0.155061,0.179159)
 [0.15482,0.183815)
 [0.154577,0.194396)
 [0.154003,0.224148)
 [0.152452,0.189381)
 [0.150975,0.151539)
 [0.149135,0.161187)
 [0.149006,0.169542)
 [0.148513,0.157392)
 [0.148264,0.158621)
 [0.148224,0.159886)
 [0.146597,0.152467)
 [0.145962,0.150546)
 [0.145156,0.258846)
 [0.145108,0.153684)
 [0.145107,0.146873)
 [0.144851,0.160996)
 [0.144332,0.154111)
 [0.14418,0.226624)
 [0.142198,0.156425)
 [0.142157,0.144941)
 [0.142078,0.149502)
 [0.142063,0.145535)
 [0.141519,0.151418)
 [0.141469,0.143764)
 [0.141386,0.153879)
 [0.141386,0.146586)
 [0.14121,0.14315)
 [0.140877,0.145495)
 [0.140875,0.155147)
 [0.140798,0.197242)
 [0.140771,0.158255)
 [0.140417,0.140532)
 [0.140387,0.167383)
 [0.140107,0.153559)
 [0.139972,0.148933)
 [0.13904,0.212781)
 [0.138608,0.163969)
 [0.138456,0.171771)
 [0.137955,0.143363)
 [0.137729,0.162473)
 [0.137704,0.147143)
 [0.137636,0.148993)
 [0.137625,0.141027)
 [0.137611,0.138292)
 [0.137543,0.147403)
 [0.137529,0.146261)
 [0.137378,0.1411)
 [0.137293,0.156131)
 [0.137186,0.153809)
 [0.137152,0.160044)
 [0.137145,0.148327)
 [0.137059,0.138952)
 [0.136772,0.144029)
 [0.136609,0.137273)
 [0.136463,0.138007)
 [0.13621,0.13987)
 [0.136017,0.141241)
 [0.135922,0.159809)
 [0.135654,0.154238)
 [0.135407,0.137261)
 [0.134919,0.16667)
 [0.134677,0.148461)
 [0.134342,0.141693)
 [0.134281,0.13574)
 [0.134193,0.138924)
 [0.13415,0.15312)
 [0.134061,0.14788)
 [0.133865,0.138009)
 [0.13386,0.140669)
 [0.133601,0.141422)
 [0.133478,0.144305)
 [0.133427,0.137764)
 [0.13328,0.134883)
 [0.133259,0.178852)
 [0.133248,0.138763)
 [0.133178,0.14931)
 [0.133177,0.153633)
 [0.133013,0.135376)
 [0.13297,0.147535)
 [0.132945,0.136409)
 [0.132798,0.134005)
 [0.132506,0.132897)
 [0.132478,0.153327)
 [0.132446,0.149378)
 [0.132288,0.143369)
 [0.132284,0.138094)
 [0.132204,0.137773)
 [0.132149,0.142734)
 [0.132122,0.171141)
 [0.132092,0.139403)
 [0.132088,0.138214)
 [0.132088,0.139709)
 [0.132079,0.154912)
 [0.132026,0.156956)
 [0.132026,0.142702)
 [0.131968,0.153268)
 [0.131533,0.140322)
 [0.131532,0.175144)
 [0.131506,0.149927)
 [0.131304,0.141854)
 [0.131294,0.132537)
 [0.131282,0.133365)
 [0.131234,0.135516)
 [0.131214,0.259252)
 [0.131175,0.262034)
 [0.131086,0.147354)
 [0.131024,0.150587)
 [0.131002,0.137939)
 [0.130897,0.131246)
 [0.13089,0.135342)
 [0.130772,0.133401)
 [0.130724,0.141109)
 [0.130703,0.131945)
 [0.130646,0.133667)
 [0.130565,0.131112)
 [0.130314,0.131683)
 [0.1302,0.149644)
 [0.130037,0.131023)
 [0.129982,0.146801)
 [0.129922,0.130903)
 [0.129909,0.171441)
 [0.129775,0.131353)
 [0.129688,0.14066)
 [0.129677,0.134257)
 [0.129548,0.129777)
 [0.129513,0.143258)
 [0.129509,0.151002)
 [0.129452,0.130127)
 [0.129203,0.141414)
 [0.129194,0.137761)
 [0.12919,0.16092)
 [0.129137,0.134638)
 [0.129136,0.137108)
 [0.129063,0.135678)
 [0.128791,0.135823)
 [0.128664,0.137818)
 [0.128652,0.146165)
 [0.12859,0.13118)
 [0.128534,0.14557)
 [0.128494,0.129869)
 [0.128487,0.158221)
 [0.128435,0.134174)
 [0.128312,0.160026)
 [0.128259,0.131311)
 [0.128239,0.148611)
 [0.128216,0.130087)
 [0.128204,0.13337)
 [0.128193,0.151557)
 [0.128124,0.145689)
 [0.12811,0.141232)
 [0.127956,0.132823)
 [0.127936,0.153816)
 [0.127887,0.134888)
 [0.127844,0.143987)
 [0.127801,0.140847)
 [0.127792,0.140635)
 [0.127656,0.128823)
 [0.12762,0.16443)
 [0.127591,0.129496)
 [0.127586,0.142914)
 [0.127576,0.13262)
 [0.127546,0.149145)
 [0.127441,0.127954)
 [0.127374,0.137473)
 [0.127285,0.131653)
 [0.127275,0.13695)
 [0.127251,0.151152)
 [0.127151,0.127379)
 [0.127144,0.127623)
 [0.127117,0.160464)
 [0.127088,0.133538)
 [0.126991,0.140173)
 [0.12692,0.162678)
 [0.126812,0.144504)
 [0.126692,0.138106)
 [0.12668,0.128746)
 [0.126624,0.126757)
 [0.126581,0.1354)
 [0.126499,0.171975)
 [0.126361,0.135703)
 [0.126236,0.128852)
 [0.126218,0.135353)
 [0.126201,0.126644)
 [0.126059,0.142699)
 [0.125988,0.141297)
 [0.125949,0.145308)
 [0.125901,0.13898)
 [0.12586,0.138463)
 [0.125843,0.152083)
 [0.125838,0.133337)
 [0.125749,0.147727)
 [0.125716,0.134619)
 [0.125619,0.136851)
 [0.125451,0.144667)
 [0.12534,0.132128)
 [0.125334,0.145197)
 [0.125244,0.151318)
 [0.125222,0.136741)
 [0.125199,0.129381)
 [0.12517,0.142073)
 [0.125017,0.127336)
 [0.124992,0.125013)
 [0.124888,0.127251)
 [0.1248,0.150769)
 [0.124784,0.156273)
 [0.124659,0.152929)
 [0.124633,0.168648)
 [0.12462,0.143)
 [0.124547,0.136613)
 [0.124493,0.131013)
 [0.124326,0.155887)
 [0.124262,0.149936)
 [0.124256,0.128517)
 [0.124238,0.151208)
 [0.124186,0.137022)
 [0.124152,0.135249)
 [0.124146,0.134582)
 [0.124114,0.14311)
 [0.124092,0.136845)
 [0.124088,0.129853)
 [0.12405,0.135421)
 [0.124008,0.130005)
 [0.123922,0.128241)
 [0.123899,0.14548)
 [0.123672,0.144537)
 [0.123621,0.252119)
 [0.123559,0.138317)
 [0.123528,0.138875)
 [0.123521,0.125477)
 [0.123481,0.153371)
 [0.123437,0.152267)
 [0.123333,0.134877)
 [0.123316,0.123432)
 [0.123189,0.147271)
 [0.123169,0.146323)
 [0.123167,0.144713)
 [0.123166,0.129545)
 [0.123131,0.150254)
 [0.123075,0.176096)
 [0.123068,0.131049)
 [0.123029,0.149236)
 [0.123025,0.132867)
 [0.122853,0.146752)
 [0.122819,0.147707)
 [0.122797,0.148884)
 [0.122695,0.13415)
 [0.122607,0.132857)
 [0.122561,0.124651)
 [0.122524,0.146054)
 [0.122458,0.158438)
 [0.122453,0.142931)
 [0.122423,0.139486)
 [0.122351,0.1226)
 [0.122312,0.136803)
 [0.122228,0.144716)
 [0.122176,0.134576)
 [0.12212,0.12617)
 [0.122045,0.127254)
 [0.121966,0.132693)
 [0.121954,0.130763)
 [0.121935,0.12826)
 [0.121885,0.129467)
 [0.12188,0.150959)
 [0.121815,0.126092)
 [0.121744,0.152873)
 [0.121648,0.133007)
 [0.12154,0.127882)
 [0.121486,0.128507)
 [0.121482,0.123608)
 [0.121312,0.130489)
 [0.121269,0.132688)
 [0.121267,0.141041)
 [0.121247,0.144249)
 [0.121228,0.137267)
 [0.121145,0.128353)
 [0.121073,0.128495)
 [0.121035,0.122823)
 [0.121003,0.136053)
 [0.120983,0.125423)
 [0.120923,0.125355)
 [0.120895,0.133334)
 [0.120877,0.15974)
 [0.120848,0.121387)
 [0.120815,0.145299)
 [0.120792,0.146871)
 [0.12076,0.144966)
 [0.120702,0.139233)
 [0.120652,0.136591)
 [0.12063,0.142974)
 [0.120571,0.129592)
 [0.120485,0.127509)
 [0.120442,0.126536)
 [0.120416,0.136126)
 [0.120412,0.120799)
 [0.120398,0.139723)
 [0.120389,0.137648)
 [0.120297,0.140686)
 [0.120287,0.149965)
 [0.120263,0.14077)
 [0.120247,0.126004)
 [0.120185,0.121794)
 [0.12014,0.157966)
 [0.120122,0.156973)
 [0.12006,0.129553)
 [0.119895,0.120992)
 [0.119859,0.131235)
 [0.119838,0.157758)
 [0.119798,0.132829)
 [0.119795,0.133725)
 [0.119653,0.144463)
 [0.119647,0.127045)
 [0.119635,0.148713)
 [0.119608,0.148758)
 [0.119572,0.13511)
 [0.119565,0.131612)
 [0.119562,0.128087)
 [0.119561,0.141312)
 [0.119534,0.121425)
 [0.11952,0.132696)
 [0.119482,0.14511)
 [0.119455,0.139114)
 [0.119413,0.138017)
 [0.119333,0.127889)
 [0.119316,0.133155)
 [0.119228,0.144795)
 [0.119196,0.139924)
 [0.119192,0.122536)
 [0.119173,0.129848)
 [0.119114,0.129398)
 [0.119065,0.14493)
 [0.119035,0.132931)
 [0.119006,0.129058)
 [0.118993,0.150104)
 [0.118927,0.151437)
 [0.118914,0.147313)
 [0.118894,0.145438)
 [0.118889,0.131224)
 [0.118788,0.127299)
 [0.118781,0.129801)
 [0.118743,0.142093)
 [0.118686,0.159145)
 [0.118684,0.150121)
 [0.118562,0.139736)
 [0.118561,0.159278)
 [0.118536,0.192805)
 [0.118484,0.138993)
 [0.118472,0.132545)
 [0.11839,0.124416)
 [0.11836,0.143462)
 [0.118344,0.131789)
 [0.118276,0.120131)
 [0.118271,0.129035)
 [0.118234,0.119227)
 [0.118136,0.148056)
 [0.118126,0.123809)
 [0.118075,0.14738)
 [0.118052,0.131403)
 [0.117982,0.122852)
 [0.117938,0.156563)
 [0.117924,0.151769)
 [0.117919,0.131928)
 [0.117865,0.146295)
 [0.117827,0.207036)
 [0.117804,0.122148)
 [0.117786,0.120754)
 [0.117769,0.121031)
 [0.117764,0.124347)
 [0.117753,0.12098)
 [0.117702,0.125575)
 [0.117694,0.13546)
 [0.117686,0.142247)
 [0.117672,0.119257)
 [0.117668,0.131624)
 [0.117661,0.180765)
 [0.117642,0.129364)
 [0.11764,0.133404)
 [0.117631,0.142195)
 [0.117596,0.143409)
 [0.117542,0.147614)
 [0.117515,0.126509)
 [0.117506,0.129072)
 [0.117502,0.137632)
 [0.117441,0.12471)
 [0.11734,0.152649)
 [0.117289,0.123171)
 [0.117237,0.128958)
 [0.117204,0.121442)
 [0.1172,0.152744)
 [0.117121,0.118161)
 [0.117097,0.121317)
 [0.117097,0.117957)
 [0.117079,0.144781)
 [0.117037,0.118036)
 [0.11703,0.118976)
 [0.117016,0.147945)
 [0.116867,0.139044)
 [0.116795,0.173536)
 [0.116795,0.123075)
 [0.116776,0.143596)
 [0.116766,0.238873)
 [0.116741,0.139041)
 [0.116662,0.116748)
 [0.116658,0.125189)
 [0.11658,0.135341)
 [0.116551,0.120747)
 [0.11655,0.140261)
 [0.116521,0.131896)
 [0.11644,0.124793)
 [0.116437,0.140652)
 [0.116424,0.133484)
 [0.116366,0.129733)
 [0.116355,0.137798)
 [0.116354,0.118806)
 [0.11635,0.128816)
 [0.116343,0.1355)
 [0.116328,0.136268)
 [0.116306,0.131371)
 [0.116272,0.12036)
 [0.116254,0.130667)
 [0.116248,0.147443)
 [0.116185,0.124684)
 [0.116167,0.137897)
 [0.116144,0.166336)
 [0.116121,0.157941)
 [0.116098,0.127229)
 [0.11605,0.149907)
 [0.116041,0.127352)
 [0.115993,0.117096)
 [0.115979,0.119437)
 [0.115892,0.126729)
 [0.115884,0.148106)
 [0.115762,0.163401)
 [0.115725,0.139274)
 [0.115689,0.128578)
 [0.115571,0.135263)
 [0.115564,0.152669)
 [0.115554,0.130345)
 [0.11552,0.159115)
 [0.115485,0.140119)
 [0.115464,0.154712)
 [0.115425,0.119685)
 [0.115384,0.133628)
 [0.115365,0.127393)
 [0.11536,0.145434)
 [0.115332,0.121846)
 [0.115292,0.172081)
 [0.115269,0.141109)
 [0.115269,0.117257)
 [0.115242,0.158507)
 [0.115191,0.141372)
 [0.11519,0.137697)
 [0.115188,0.129758)
 [0.115173,0.146277)
 [0.115166,0.127465)
 [0.11506,0.159768)
 [0.115059,0.130725)
 [0.115055,0.134482)
 [0.11504,0.124872)
 [0.115034,0.13649)
 [0.115021,0.133691)
 [0.115018,0.119325)
 [0.115001,0.116258)
 [0.114986,0.118564)
 [0.114924,0.132748)
 [0.114887,0.124624)
 [0.114855,0.144156)
 [0.114795,0.146473)
 [0.114794,0.135488)
 [0.11478,0.121435)
 [0.11476,0.140914)
 [0.114725,0.149056)
 [0.114708,0.121464)
 [0.11468,0.134216)
 [0.114672,0.13612)
 [0.114528,0.148008)
 [0.114473,0.16136)
 [0.114443,0.128144)
 [0.114431,0.124887)
 [0.114421,0.154258)
 [0.114402,0.11847)
 [0.114362,0.137314)
 [0.11436,0.118014)
 [0.11435,0.120076)
 [0.114332,0.1215)
 [0.114268,0.119665)
 [0.114234,0.122793)
 [0.114199,0.128669)
 [0.114155,0.154161)
 [0.114147,0.14712)
 [0.114103,0.120974)
 [0.114077,0.114963)
 [0.11406,0.114223)
 [0.114055,0.115111)
 [0.114045,0.146033)
 [0.114017,0.128688)
 [0.113897,0.132074)
 [0.113876,0.137714)
 [0.113848,0.128898)
 [0.113814,0.135145)
 [0.113789,0.128462)
 [0.11376,0.138704)
 [0.113724,0.141775)
 [0.113705,0.135075)
 [0.113686,0.140375)
 [0.113602,0.116197)
 [0.11352,0.119662)
 [0.113447,0.136162)
 [0.113403,0.148594)
 [0.113365,0.120974)
 [0.113359,0.154596)
 [0.113358,0.124065)
 [0.113351,0.137209)
 [0.113343,0.126688)
 [0.113322,0.143591)
 [0.113318,0.123306)
 [0.11327,0.142718)
 [0.113257,0.151229)
 [0.113252,0.132174)
 [0.113228,0.116202)
 [0.113201,0.136199)
 [0.113162,0.145002)
 [0.113135,0.115076)
 [0.113118,0.113443)
 [0.113092,0.128886)
 [0.113083,0.136202)
 [0.113074,0.11546)
 [0.113056,0.115535)
 [0.11304,0.138716)
 [0.112984,0.118428)
 [0.11297,0.11915)
 [0.112969,0.131646)
 [0.112954,0.147522)
 [0.112919,0.162244)
 [0.112856,0.126492)
 [0.112854,0.122266)
 [0.112851,0.129112)
 [0.112842,0.150752)
 [0.112824,0.128603)
 [0.112817,0.159091)
 [0.112808,0.116959)
 [0.112802,0.122447)
 [0.112787,0.129939)
 [0.11277,0.133818)
 [0.11273,0.118469)
 [0.112715,0.11353)
 [0.112696,0.145481)
 [0.112683,0.162565)
 [0.112655,0.131233)
 [0.112644,0.119696)
 [0.112595,0.12032)
 [0.112583,0.164024)
 [0.112546,0.130157)
 [0.112533,0.114767)
 [0.112504,0.131914)
 [0.112466,0.124006)
 [0.112447,0.125635)
 [0.112442,0.133881)
 [0.112417,0.115233)
 [0.112412,0.11903)
